2678	3872	100.8000030518	9.8741
2745	3884	100.9000015259	5.3556
2813	3895	101.1999969482	3.4598
2865	3903	101.3000030518	-1.4626
2907	3907	101.0999984741	-4.7211
2941	3907	101	-8.4326
2971	3903	100.8000030518	-14.015
2997	3899	100.5999984741	-19.039
3022	3893	100.5999984741	-25.676
3045	3884	100.5999984741	-32.609
3069	3871	100.6999969482	-41.226
3091	3855	100.5999984741	-42.57
3110	3836	100.8000030518	-42.365
3121	3822	100.8000030518	-43.937
3129	3808	100.8000030518	-46.927
3137	3792	101.0999984741	-53.002
3147	3774	101.0999984741	-60.916
3156	3754	100.9000015259	-65.862
3167	3734	100.5999984741	-71.213
3176	3712	100.5999984741	-77.194
3183	3689	100.5999984741	-84.939
3189	3665	100.5999984741	-88.802
3191	3639	100.5999984741	-89.753
3191	3609	100.5999984741	-92.727
3188	3575	100.8000030518	-93.372
3183	3540	100.9000015259	-93.649
3177	3502	101	-93.798
3171	3465	101	-93.848
3165	3431	101	-92.857
3161	3399	101	-94.855
3158	3367	100.8000030518	-93.016
3156	3338	100.5999984741	-92.871
3154	3307	100.3000030518	-93.372
3155	3277	100	-93.665
3157	3248	99.1999969482	-93.702
3159	3218	98.5	-93.574
3160	3189	98	-93.561
3160	3161	97.5	-93.52
3161	3133	97	-92.973
3160	3106	96.5999984741	-93.353
3158	3078	96.3000030518	-93.429
3156	3048	96	-93.46
3153	3019	95.5999984741	-92.415
3151	2989	95.4000015259	-95.408
3150	2958	95.1999969482	-93.908
3148	2928	94.5999984741	-92.208
3148	2899	94.1999969482	-93.742
3148	2870	94	-92.863
3149	2840	93.4000015259	-93.1
3148	2809	92.9000015259	-93.415
3149	2778	92.8000030518	-93.884
3147	2745	92.0999984741	-93.276
3145	2711	92	-92.76
3142	2677	91.9000015259	-92.87
3140	2643	91.6999969482	-100.873
3138	2610	91.1999969482	-118.21
3134	2577	89.9000015259	-148.682
3125	2548	88.5	-150.549
3108	2529	88.8000030518	-150.75
3087	2518	89.4000015259	-149.371
3060	2510	89.8000030518	-151.896
3030	2503	89.8000030518	-152.191
2998	2496	89.1999969482	-151.437
2966	2487	88.8000030518	-151.522
2933	2478	88.5	-151.449
2902	2467	88.1999969482	-151.388
2873	2455	87.9000015259	-151.788
2844	2441	87.5	-151.805
2815	2427	87.1999969482	-150.973
2786	2410	87.0999984741	-150.882
2758	2392	87.0999984741	-153.494
2729	2371	87.0999984741	-151.669
2703	2351	86.1999969482	-151.811
2688	2326	85.3000030518	-151.792
2681	2300	84.8000030518	-149.365
2679	2276	84.5999984741	-151.785
2682	2270	84.5	-154.793
2685	2269	84.8000030518	-153.753
2689	2270	85.0999984741	-152.601
2691	2270	84.8000030518	-151.602
2693	2271	84.5	-149.191
2695	2272	84.3000030518	-143.718
2695	2271	84	-144.431
2695	2268	83.5999984741	-146.838
2693	2263	83.0999984741	-141.712
2690	2258	82.8000030518	-138.673
2691	2258	82.8000030518	-139.371
2690	2254	82.4000015259	-140.239
